#correlator  value  value_err
4(24)  6.59564e-01  6.52873e-02
6(23)  4.43432e-02  1.76172e-01
6(26)  -1.47535e-01  8.25810e-02
6(36)  -3.10098e-01  1.33949e-01
(235)  1.91599e-01  7.38262e-02
(246)  -1.02975e-01  6.77828e-02
(234)  -4.01748e-02  1.10943e-01
