# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
2  8.9025829451e-01  2.2164559829e-02  3.4016196976e-01  3.6440638341e-02
3  4.6228705994e-03  3.9756687154e-01  9.7635611257e-03  8.3966625681e-01
