# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  1.3460156730e-08  1.4669520159e-08
2  0.0000000000e+00  0.0000000000e+00  2.6613777135e-08  2.1157758538e-08
3  0.0000000000e+00  0.0000000000e+00  5.1513572652e-10  5.7476026607e-10
