# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  1.3956410387e-02  1.4413216760e-02  1.5167314135e-02  1.6879968422e-02
SC_42  1.3956777741e-02  1.4413543219e-02  1.5167709140e-02  1.6880345961e-02
