#correlator  value  value_err
4(24)  -5.66389e-01  1.06889e-01
6(23)  1.74983e-01  2.21727e-01
6(26)  2.60299e-02  1.26425e-01
6(36)  6.95498e-02  1.21433e-01
(235)  2.70660e-02  7.99841e-02
(246)  4.07523e-02  8.10128e-02
(234)  1.05655e-01  1.06955e-01
