# type  value  stat. err
v4_L  4.2434163232e-03  3.0388539031e-03
v4(Psi2)  -5.9016937247e-03  1.5338047479e-03
rho_422  -8.1191273871e-01  2.5385308142e-01
chi_422  -1.2053633445e+01  1.9892800273e+00
v5_L  nan  nan
v5(Psi23)  1.5656901068e-03  1.6778809497e-03
rho_523  1.6846309393e+00  8.7577976192e+00
chi_523  1.1629691051e+01  1.2228541116e+01
v6_L  5.9702460197e-05  3.5340704070e-05
v6(Psi2)  6.8590167457e-04  9.3943214118e-04
v6(Psi3)  -1.9634988472e-03  1.9628577727e-03
rho_6222  inf  inf
rho_633  -inf  inf
chi_6222  4.2088564233e+01  5.6534631389e+01
chi_633  -2.1417150639e+01  2.0915322391e+01
