#correlator  value  value_err
4(24)  -3.29570e-01  1.18594e-01
6(23)  1.86856e-01  1.94589e-01
6(26)  -1.06441e-02  1.29226e-01
6(36)  -7.84430e-02  1.02340e-01
(235)  1.36273e-01  7.94659e-02
(246)  2.91068e-02  7.09130e-02
(234)  -2.66046e-02  9.25296e-02
