# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  8.1018487953e-03  1.7883171856e-03  -4.3086035482e-09  3.8041439509e-09
2  0.0000000000e+00  0.0000000000e+00  9.4457653826e-09  1.3473329273e-08
3  0.0000000000e+00  0.0000000000e+00  5.4934252533e-10  5.7797621280e-10
