#vn  dP(vn)/dvn  dP(vn)/dvn_err
2.0737520893e+04  4.3737550352e-05  1.9560027151e-05  1.5451580477e-03  2.7552495692e+01  1.3776247846e+01  1.8156222156e-03  3.1181454015e+01  1.5590727007e+01  1.2648058031e-03  6.9177905206e+01  3.4588952603e+01  4.6000353344e-04  5.1678880954e+01  2.9836815830e+01  6.5722048688e-04  4.4106322969e+01  3.1187880065e+01  
2.2307349023e+04  6.9980080563e-05  2.4741694757e-05  3.8103927029e-03  2.7552495692e+01  1.3776247846e+01  3.4985803765e-03  3.8976817519e+01  1.7430962704e+01  2.0608216060e-03  1.0376685781e+02  4.2362642308e+01  1.3863069403e-03  3.4452587303e+01  2.4361658111e+01  1.3204236661e-03  4.4106322969e+01  3.1187880065e+01  
2.3508958533e+04  4.3737550352e-05  1.9560027151e-05  4.8494002384e-03  7.5769363153e+01  2.2845322562e+01  4.9787325752e-03  3.8976817519e+01  1.7430962704e+01  2.6618930055e-03  6.9177905206e+01  3.4588952603e+01  1.8643137457e-03  8.6131468257e+01  3.8519163605e+01  1.8470050855e-03  1.1026580742e+02  4.9312368198e+01  
2.5009474719e+04  6.1232570493e-05  2.3143736237e-05  6.7695321580e-03  6.1993115307e+01  2.0664371769e+01  6.3261380617e-03  6.2362908030e+01  2.2048617581e+01  3.3498395758e-03  1.2106133411e+02  4.5756883349e+01  2.6442137301e-03  2.2394181747e+02  6.2110285047e+01  2.3996658046e-03  1.3231896891e+02  5.4018992852e+01  
2.6274501517e+04  2.6242530211e-05  1.5151131882e-05  8.0266136937e-03  4.1328743538e+01  1.6872388896e+01  8.0311062171e-03  4.6772181022e+01  1.9094662944e+01  4.1454060434e-03  8.6472381508e+01  3.8671624646e+01  3.4202726570e-03  8.6131468257e+01  3.8519163605e+01  2.9167244412e-03  1.7642529188e+02  6.2375760129e+01  
2.7520411943e+04  2.6242530211e-05  1.5151131882e-05  9.6864598668e-03  6.8881239230e+01  2.1782160402e+01  9.5968109676e-03  7.0158271533e+01  2.3386090511e+01  4.7991394793e-03  6.9177905206e+01  3.4588952603e+01  4.0246448433e-03  2.9284699207e+02  7.1025828263e+01  3.3018540340e-03  1.1026580742e+02  4.9312368198e+01  
2.8805666119e+04  5.2485060422e-05  2.1426936192e-05  1.2092404172e-02  1.3776247846e+01  9.7412782711e+00  1.0681834142e-02  5.4567544526e+01  2.0624593210e+01  5.5293108806e-03  1.7294476302e+02  5.4689936053e+01  4.6278904163e-03  1.3781034921e+02  4.8723316223e+01  3.9717883486e-03  2.8669109930e+02  7.9513804519e+01  
2.9988758163e+04  3.4990040282e-05  1.7495020141e-05  1.3291123109e-02  1.1709810669e+02  2.8400462497e+01  1.2227650347e-02  6.2362908030e+01  2.2048617581e+01  5.9194540739e-03  1.3835581041e+02  4.8916165880e+01  5.2630807231e-03  1.0335776191e+02  4.2195629605e+01  4.4337869567e-03  1.1026580742e+02  4.9312368198e+01  
3.1222887859e+04  4.3737550352e-05  1.9560027151e-05  1.4759340622e-02  5.5104991384e+01  1.9482556542e+01  1.3626271312e-02  2.3386090511e+01  1.3501965652e+01  6.8532716105e-03  8.6472381508e+01  3.8671624646e+01  5.7260481447e-03  5.1678880954e+01  2.9836815830e+01  4.9275432790e-03  1.5437213039e+02  5.8347180911e+01  
3.2592937388e+04  5.2485060422e-05  2.1426936192e-05  1.6093153686e-02  2.7552495692e+01  1.3776247846e+01  1.5129626667e-02  3.8976817519e+01  1.7430962704e+01  7.4371536415e-03  6.9177905206e+01  3.4588952603e+01  6.6418395021e-03  1.0335776191e+02  4.2195629605e+01  5.5072383342e-03  8.8212645938e+01  4.4106322969e+01  
