# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  9.5586623720e-03  6.6368777824e-03  1.0121550912e-02  7.4146544956e-03
SC_42  9.5593072037e-03  6.6372963944e-03  1.0122239507e-02  7.4151314546e-03
