# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  4.5336990617e-01  1.3774251408e+00  7.3844114030e-01  1.8144085283e+00
2  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
3  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
