# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  8.0713534088e-03  1.9040979643e-03  -4.2440984948e-09  4.0048695156e-09
2  0.0000000000e+00  0.0000000000e+00  1.0314002865e-08  1.4180980921e-08
3  0.0000000000e+00  0.0000000000e+00  5.6247082646e-10  5.7180508443e-10
