# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
2  7.9541561772e-01  5.3098610646e-02  4.7428076656e-01  6.6558200815e-02
3  2.4858019218e-01  1.7125701033e+00  6.0419006175e-01  4.0377124549e+00
