# type  value  stat. err
v4_L  6.5109231702e-03  2.0331047264e-03
v4(Psi2)  9.9633984023e-03  9.8522437653e-04
rho_422  8.3710837816e-01  9.8010750783e-02
chi_422  1.2050786465e+00  7.9164130022e-02
v5_L  3.4575104379e-03  8.4374764723e-04
v5(Psi23)  3.8426545350e-03  5.4615447471e-04
rho_523  7.4337865952e-01  1.1975464368e-01
chi_523  2.3839081293e+00  2.8219998649e-01
v6_L  9.8135434864e-06  3.0728980527e-06
v6(Psi2)  1.6807201382e-03  5.2658403765e-04
v6(Psi3)  1.1095440292e-03  3.0516258814e-04
rho_6222  5.0099567057e-01  1.6128098336e-01
rho_633  3.3073724904e-01  9.4196056647e-02
chi_6222  1.9776778860e+00  5.8868270943e-01
chi_633  1.4825111496e+00  3.7047293912e-01
