#correlator  value  value_err
4(24)  1.03877e+00  4.41902e-02
6(23)  2.27965e-01  1.37319e-01
6(26)  6.38958e-01  1.52556e-01
6(36)  3.68196e-01  1.38117e-01
(235)  5.86492e-01  4.84210e-02
(246)  6.61423e-01  9.87196e-02
(234)  -9.84642e-02  1.26889e-01
