# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  6.1185874182e-07  3.6244381371e-07
2  5.5530855629e-02  5.1657050677e-03  -9.5090572224e-06  3.5382840423e-06
3  0.0000000000e+00  0.0000000000e+00  1.2282864652e-08  2.5379144013e-08
