# type  value  stat. err
v4_L  1.6368998406e-02  1.3799475877e-03
v4(Psi2)  9.0052938630e-03  1.2053377135e-03
rho_422  4.8201510305e-01  7.0076857748e-02
chi_422  5.3810620376e-01  6.3826919866e-02
v5_L  6.6593247828e-03  8.9781621867e-04
v5(Psi23)  6.4049111220e-03  5.4310160693e-04
rho_523  6.9320511148e-01  7.0811258813e-02
chi_523  1.4059887230e+00  8.9097559013e-02
v6_L  2.3944953237e-05  2.6809687074e-06
v6(Psi2)  3.5218290794e-04  4.2908353934e-04
v6(Psi3)  1.6365344275e-03  3.0319383121e-04
rho_6222  7.5461738905e-02  9.2102184157e-02
rho_633  3.5065794192e-01  6.9774072498e-02
chi_6222  1.2633540236e-01  1.5315343558e-01
chi_633  8.0586587865e-01  1.3547341993e-01
