# type  value  stat. err
v4_L  8.8063294219e-03  7.5394635635e-04
v4(Psi2)  5.2707019219e-03  6.2737472102e-04
rho_422  5.1355721333e-01  6.7266295377e-02
chi_422  6.9233510090e-01  7.1929750385e-02
v5_L  3.5016524999e-03  5.1533905336e-04
v5(Psi23)  3.4548965179e-03  2.9884609635e-04
rho_523  7.0233834976e-01  7.4404318710e-02
chi_523  1.9010466755e+00  1.2697979613e-01
v6_L  8.3569603172e-06  8.7965209816e-07
v6(Psi2)  2.1669849633e-04  2.3826901032e-04
v6(Psi3)  8.2722183271e-04  1.5879893839e-04
rho_6222  8.9688861839e-02  9.8897999509e-02
rho_633  3.4237701655e-01  7.1621317513e-02
chi_6222  2.5543893234e-01  2.7944487671e-01
chi_633  1.1735744250e+00  2.0722132901e-01
