# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  1.8747242172e-02  3.6698350897e-02  2.0972237815e-02  4.5548532220e-02
SC_42  1.8820404271e-02  3.6831612710e-02  2.1054515995e-02  4.5716803025e-02
