# type  value  stat. err
v4_L  1.0708285856e-02  9.0497618691e-04
v4(Psi2)  6.2636516301e-03  7.6904462855e-04
rho_422  5.0490221119e-01  6.7852386842e-02
chi_422  6.1954141999e-01  6.6691850020e-02
v5_L  4.2692267289e-03  5.9712650255e-04
v5(Psi23)  4.1801195543e-03  3.5027142539e-04
rho_523  6.9961069828e-01  7.1478891731e-02
chi_523  1.6776669997e+00  1.0563650702e-01
v6_L  1.1389539659e-05  1.1973103602e-06
v6(Psi2)  3.0059539465e-04  2.8332381013e-04
v6(Psi3)  1.0305043151e-03  1.8462270746e-04
rho_6222  1.0160505104e-01  9.6078378404e-02
rho_633  3.4832351190e-01  6.7796306175e-02
chi_6222  2.3105392682e-01  2.1619206302e-01
chi_633  1.0300872228e+00  1.6718536814e-01
