# type  value  stat. err
v4_L  6.3067249549e-03  1.2382399139e-03
v4(Psi2)  7.1264661222e-03  8.1898974937e-04
rho_422  7.4886391346e-01  9.6162553424e-02
chi_422  1.1108524038e+00  7.2026604763e-02
v5_L  2.5828946199e-03  6.2247658025e-04
v5(Psi23)  3.2962250594e-03  3.2942329152e-04
rho_523  7.8712931517e-01  9.4977518287e-02
chi_523  2.8599725372e+00  2.2002608213e-01
v6_L  1.0256428161e-05  1.4004220112e-06
v6(Psi2)  8.5065386998e-04  3.0344211585e-04
v6(Psi3)  4.2911417396e-04  2.3084195780e-04
rho_6222  3.1934545125e-01  1.1819370202e-01
rho_633  1.6109449960e-01  8.8106587464e-02
chi_6222  1.3511294638e+00  4.4803555795e-01
chi_633  8.5069080634e-01  4.4640537103e-01
