#correlator  value  value_err
4(24)  8.63025e-01  5.07995e-02
6(23)  7.57116e-02  1.54909e-01
6(26)  1.98926e-01  1.44822e-01
6(36)  2.35444e-01  8.29419e-02
(235)  6.55205e-01  5.11063e-02
(246)  4.30439e-01  6.34571e-02
(234)  -1.25430e-01  9.53158e-02
