# type  value  stat. err
v4_L  7.6889628010e-03  1.4950901019e-03
v4(Psi2)  8.6526170989e-03  9.9672347131e-04
rho_422  7.4750593295e-01  9.5982640218e-02
chi_422  9.9093082282e-01  6.4444859122e-02
v5_L  3.2020754483e-03  7.2887193248e-04
v5(Psi23)  3.9536686247e-03  4.0251726995e-04
rho_523  7.7710195929e-01  9.4266076274e-02
chi_523  2.4589811060e+00  1.9549591349e-01
v6_L  1.3824322650e-05  1.9441521935e-06
v6(Psi2)  1.1107942657e-03  3.8297759136e-04
v6(Psi3)  5.9790786411e-04  2.6315582291e-04
rho_6222  3.4103376576e-01  1.2159194383e-01
rho_633  1.8356843996e-01  8.2495729361e-02
chi_6222  1.1181181915e+00  3.5618029672e-01
chi_633  8.2728115838e-01  3.5015262207e-01
