# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  3.4072934584e-02  2.5256272930e-03  -1.3478394321e-06  3.9962980564e-07
2  4.7585117500e-02  7.3802047020e-03  -5.1272510669e-06  3.1808400963e-06
3  1.2458308238e-02  2.7767787323e-03  -2.4089971554e-08  2.1477240536e-08
