# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -2.1878280747e-01  2.6584223484e+01  4.0911617009e-02  5.2668886182e+00
SC_42  -2.1871725766e-01  2.6582920772e+01  4.1038417146e-02  5.2664644535e+00
