#correlator  value  value_err
4(24)  2.20845e-01  1.51833e-01
6(23)  -1.56642e-02  3.71302e-01
6(26)  1.12442e-01  1.60151e-01
6(36)  -1.37893e-01  1.32159e-01
(235)  3.48539e-01  9.87893e-02
(246)  -8.70487e-02  1.18647e-01
(234)  -3.68835e-01  2.14348e-01
