# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  2.5438010271e-03  8.7693257262e-04  -4.1872853084e-11  5.7739844252e-11
2  2.3401726794e-02  2.5740007169e-03  -2.9991046439e-07  1.3195090382e-07
3  5.8455349171e-03  1.8367007820e-03  -1.1676079306e-09  1.4674765814e-09
