# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -1.2707492752e-02  5.1239446511e-02  -1.1188499249e-02  3.8023957928e-02
SC_42  -1.2715833964e-02  5.1283643083e-02  -1.1195372779e-02  3.8051706260e-02
