#correlator  value  value_err
4(24)  1.49705e-01  1.52250e-01
6(23)  -1.33879e-01  3.91611e-01
6(26)  3.65498e-02  2.32269e-01
6(36)  -5.23967e-03  2.26051e-01
(235)  2.77168e-01  1.41447e-01
(246)  -1.54928e-01  1.14003e-01
(234)  -4.05137e-01  2.09882e-01
