# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  3.2159510250e-03  1.4493158414e-03  3.2787039696e-03  1.5052978614e-03
SC_42  3.2160037500e-03  1.4493530231e-03  3.2787584265e-03  1.5053367566e-03
