# type  value  stat. err
v4_L  1.0041973946e-02  6.1364910277e-04
v4(Psi2)  -1.2273457635e-03  9.5586546874e-04
rho_422  -1.2131878644e-01  9.4755647339e-02
chi_422  -2.6979769074e+00  2.0848122295e+00
v5_L  4.3896089588e-03  5.6402999196e-04
v5(Psi23)  -2.6943883502e-04  4.6847484218e-04
rho_523  -6.1265751426e-02  1.0681067442e-01
chi_523  -1.2402491125e+00  2.1532714217e+00
v6_L  1.4427953229e-05  1.4674421018e-06
v6(Psi2)  7.0482253743e-05  4.4186489066e-04
v6(Psi3)  -4.7444129175e-04  2.4236823689e-04
rho_6222  5.7433512567e-02  3.6110723067e-01
rho_633  -3.8660554175e-01  2.7059144404e-01
chi_6222  5.4947560902e+00  3.4438590583e+01
chi_633  -1.9706639179e+00  9.7669339012e-01
