# type  value  stat. err
v4_L  5.5671866149e-03  1.2528429132e-03
v4(Psi2)  6.1809037744e-03  7.4754832301e-04
rho_422  7.4303268023e-01  1.0594106219e-01
chi_422  1.3040169636e+00  1.1080941535e-01
v5_L  2.9181241018e-03  8.6678602905e-04
v5(Psi23)  2.6407456774e-03  5.2959312290e-04
rho_523  6.7098851076e-01  1.6261499010e-01
chi_523  2.9989138577e+00  5.2241566734e-01
v6_L  8.6680849694e-06  2.0080479026e-06
v6(Psi2)  1.4166508626e-03  4.1297998392e-04
v6(Psi3)  -1.4147561284e-04  2.3203365233e-04
rho_6222  5.4693042327e-01  1.7137852195e-01
rho_633  -5.4619891785e-02  8.9801466556e-02
chi_6222  3.4706604546e+00  9.3008137874e-01
chi_633  -3.5608941712e-01  5.8236470403e-01
