# type  value  stat. err
v4_L  6.8117411728e-03  1.5641183849e-03
v4(Psi2)  7.6567825262e-03  9.2078652894e-04
rho_422  7.4713248076e-01  1.0631019918e-01
chi_422  1.1601585744e+00  9.7185683191e-02
v5_L  3.6397705820e-03  9.7666079184e-04
v5(Psi23)  3.0831467693e-03  6.3551638395e-04
rho_523  6.4635030396e-01  1.5763575200e-01
chi_523  2.4466250602e+00  4.4008325556e-01
v6_L  1.2013696086e-05  2.6609707894e-06
v6(Psi2)  1.6688865998e-03  5.0295597401e-04
v6(Psi3)  -1.1085670063e-04  2.8619856227e-04
rho_6222  5.2969007673e-01  1.7076870329e-01
rho_633  -3.5184951612e-02  9.0926240305e-02
chi_6222  2.5106719108e+00  6.9964982658e-01
chi_633  -1.8901842813e-01  4.8743185448e-01
