# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  1.4103187301e-02  2.9713324153e-02  1.5388762260e-02  3.7079304860e-02
SC_42  1.4119749791e-02  2.9758497974e-02  1.5407011147e-02  3.7136989774e-02
