# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  7.7953806174e-03  5.4505097648e-03  8.1663269828e-03  5.9617177727e-03
SC_42  7.8291380982e-03  5.4745218147e-03  8.2018160274e-03  5.9881297797e-03
