# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  3.1926039695e-09  2.0524809928e-09
2  8.5598969109e-02  2.8421992902e-03  -5.3687618227e-05  7.1305022482e-06
3  0.0000000000e+00  0.0000000000e+00  2.6092027200e-08  7.2443902147e-08
