# type  value  stat. err
v4_L  5.6428111584e-03  1.0692970247e-03
v4(Psi2)  7.9032668850e-03  5.0376765229e-04
rho_422  8.1384934734e-01  6.4977752267e-02
chi_422  6.9265470171e-01  3.2476418752e-02
v5_L  1.5099346869e-03  4.4535620030e-04
v5(Psi23)  1.8393595429e-03  2.1076335330e-04
rho_523  7.7292568542e-01  1.1605111869e-01
chi_523  8.2441985326e-01  8.4915903194e-02
v6_L  1.3025502106e-05  9.0574250912e-07
v6(Psi2)  1.0955394946e-05  2.0876958013e-04
v6(Psi3)  -2.3663013587e-06  2.7971648341e-04
rho_6222  5.7826077317e-03  1.1019760022e-01
rho_633  -1.2490095155e-03  1.4764338489e-01
chi_6222  7.4877258999e-03  1.4268778240e-01
chi_633  -2.8333714499e-03  3.3492793207e-01
