#correlator  value  value_err
4(24)  8.95238e-01  2.59884e-02
6(23)  1.38118e-01  6.85130e-02
6(26)  1.71281e-02  7.80811e-02
6(36)  -4.46868e-03  9.37213e-02
(235)  4.28126e-01  3.94747e-02
(246)  -1.64342e-03  6.27923e-02
(234)  8.44032e-02  6.84650e-02
