# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -8.5079238773e-03  9.0984615342e-03  -8.0733947163e-03  8.1634396316e-03
SC_42  -8.5272015284e-03  9.1206566804e-03  -8.0916457938e-03  8.1833438605e-03
