# type  value  stat. err
v4_L  3.1347301525e-03  5.9499437168e-04
v4(Psi2)  4.4741539695e-03  2.7149699764e-04
rho_422  8.1898913387e-01  6.3074177767e-02
chi_422  8.8195228294e-01  3.8721567761e-02
v5_L  7.1154632504e-04  3.3658874761e-04
v5(Psi23)  1.0563972380e-03  1.2666857919e-04
rho_523  8.2940232263e-01  1.4213749682e-01
chi_523  1.1986270029e+00  1.3253854909e-01
v6_L  5.4529476410e-06  3.7626915814e-07
v6(Psi2)  8.3227260295e-05  1.2527000691e-04
v6(Psi3)  2.2887172641e-05  1.3896452613e-04
rho_6222  8.4816674196e-02  1.2865878714e-01
rho_633  2.3324255277e-02  1.4168654808e-01
chi_6222  1.9246599594e-01  2.8945030258e-01
chi_633  7.6910503550e-02  4.6692815625e-01
