# type  value  stat. err
v4_L  1.3051693849e-02  1.4552232836e-03
v4(Psi2)  1.0144106437e-02  1.2877315664e-03
rho_422  6.1366877210e-01  8.3829846250e-02
chi_422  1.0145845060e+00  1.1105691087e-01
v5_L  3.6653911426e-03  1.1974971677e-03
v5(Psi23)  5.2061640166e-03  5.4016643607e-04
rho_523  8.1767376992e-01  1.0871055697e-01
chi_523  2.0136567641e+00  1.5684600016e-01
v6_L  1.5515872103e-05  1.9713104275e-06
v6(Psi2)  9.3742075787e-04  4.1430906978e-04
v6(Psi3)  6.7641427823e-04  2.8951652300e-04
rho_6222  3.0918138099e-01  1.4005892503e-01
rho_633  2.2309587121e-01  9.8028139707e-02
chi_6222  7.8654051704e-01  3.3665148577e-01
chi_633  6.4686070323e-01  2.6632812420e-01
