# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  7.7544435287e-10  1.4841838299e-09
2  1.0672940603e-01  3.8749288473e-03  -1.2975866538e-04  1.8844126071e-05
3  0.0000000000e+00  0.0000000000e+00  6.1217356777e-08  3.7152409363e-07
