# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -9.3262257442e-03  9.9683236364e-03  -8.7998741073e-03  8.8513191770e-03
SC_42  -9.3608340506e-03  1.0007986676e-02  -8.8324387085e-03  8.8864645533e-03
