# type  value  stat. err
v4_L  1.8509109163e-03  1.6878044671e-04
v4(Psi2)  -3.8737029504e-04  1.3086757512e-04
rho_422  -2.0484812553e-01  7.1422432633e-02
chi_422  -6.6900428858e-01  2.1996916180e-01
v5_L  7.2468738013e-04  2.5276079244e-04
v5(Psi23)  9.0761608879e-05  1.5192703873e-04
rho_523  1.2427158156e-01  2.1232772566e-01
chi_523  1.5175180494e+00  2.5360290914e+00
v6_L  4.9068089935e-06  3.5664395142e-07
v6(Psi2)  -2.1865213072e-04  1.1492894465e-04
v6(Psi3)  2.6518688814e-05  1.5738558926e-04
rho_6222  -3.4875464967e-01  2.3507823834e-01
rho_633  4.2297854572e-02  2.5166697973e-01
chi_6222  -1.1635997896e+01  5.8926989358e+00
chi_633  1.5052982841e+00  8.9323097730e+00
