# type  value  stat. err
v4_L  1.3700681292e-03  1.4063892152e-04
v4(Psi2)  -3.3383553164e-04  1.0796087258e-04
rho_422  -2.3673701911e-01  7.9807173832e-02
chi_422  -7.4994613666e-01  2.3608034132e-01
v5_L  7.1070793598e-04  1.8165042989e-04
v5(Psi23)  1.1299626276e-04  1.2426808016e-04
rho_523  1.5701894577e-01  1.7701186467e-01
chi_523  2.6317540621e+00  2.8828458330e+00
v6_L  3.5170491897e-06  2.4642685189e-07
v6(Psi2)  -1.7159589429e-04  1.1962274105e-04
v6(Psi3)  -4.7063061125e-06  1.4471114211e-04
rho_6222  -6.7813003418e-01  1.3179214138e+00
rho_633  -1.8598857148e-02  5.7287862575e-01
chi_6222  -1.3612094763e+01  9.3213009418e+00
chi_633  -4.4786054223e-01  1.3770856733e+01
