# type  value  stat. err
v4_L  2.5202561652e-03  3.3831943389e-04
v4(Psi2)  1.2277276228e-03  2.6186243960e-04
rho_422  4.3794362617e-01  1.0325644889e-01
chi_422  3.1582642124e-01  6.3975400421e-02
v5_L  1.8166628191e-03  3.4419220489e-04
v5(Psi23)  -1.2131149027e-03  2.4446573830e-04
rho_523  -5.5533589365e-01  1.2894962397e-01
chi_523  -3.0429314765e+00  5.6334472745e-01
v6_L  7.6320595210e-06  9.3210313554e-07
v6(Psi2)  -3.4968426052e-04  2.5577936743e-04
v6(Psi3)  -1.3452063672e-04  2.0125642512e-04
rho_6222  -2.1504175922e-01  1.6170301268e-01
rho_633  -8.2724782435e-02  1.2460263345e-01
chi_6222  -1.1876591048e+00  8.6094977906e-01
chi_633  -1.7803422574e+00  2.6556356184e+00
