# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  6.3461427636e-10  4.9996366167e-10
2  4.9285033160e-02  2.7875486185e-03  -5.9001114100e-06  1.3348350488e-06
3  0.0000000000e+00  0.0000000000e+00  6.4403795035e-10  5.0165537461e-10
