# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  1.3311064317e-09  8.4343531200e-10
2  5.5473029941e-02  3.1531227050e-03  -9.4695109566e-06  2.1530123762e-06
3  0.0000000000e+00  0.0000000000e+00  9.3882557426e-10  8.2527656001e-10
