#correlator  value  value_err
4(24)  4.08871e-01  7.08175e-02
6(23)  2.34680e-01  1.41168e-01
6(26)  -2.03211e-01  1.51651e-01
6(36)  -4.72100e-02  9.46730e-02
(235)  -3.33941e-01  6.25976e-02
(246)  2.07488e-01  6.82573e-02
(234)  5.19506e-02  9.93431e-02
