# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -4.7003613829e-03  3.3593162388e-03  -4.5674812175e-03  3.1740634300e-03
SC_42  -4.7102928399e-03  3.3669465929e-03  -4.5771301486e-03  3.1812867693e-03
