# type  value  stat. err
v4_L  4.7446278788e-03  3.0717756717e-04
v4(Psi2)  -7.2433835278e-04  3.6656301957e-04
rho_422  -1.5091640118e-01  7.6948534636e-02
chi_422  -1.5682388342e-01  7.8385966843e-02
v5_L  2.7822937984e-03  3.9647236452e-04
v5(Psi23)  -1.7581986308e-03  3.6490794144e-04
rho_523  -5.3420157997e-01  1.1937661042e-01
chi_523  -4.5809560740e+00  8.8458541993e-01
v6_L  1.3302226832e-05  1.1047535665e-06
v6(Psi2)  -7.0397211332e-04  2.4657524239e-04
v6(Psi3)  -2.5297278231e-04  3.0135778706e-04
rho_6222  -2.7767137964e-01  9.9932078660e-02
rho_633  -9.9781369385e-02  1.1915220181e-01
chi_6222  -1.7134042514e+00  5.6921528236e-01
chi_633  -3.8092715708e+00  4.5029393203e+00
