# type  value  stat. err
v4_L  7.8402283643e-03  4.9324802246e-04
v4(Psi2)  -1.5467230096e-03  5.8449777704e-04
rho_422  -1.9354986687e-01  7.4023820905e-02
chi_422  -2.2432309049e-01  8.2808551624e-02
v5_L  5.2504854825e-03  5.7411249849e-04
v5(Psi23)  -2.6729606551e-03  6.5540874998e-04
rho_523  -4.5368118423e-01  1.1577023330e-01
chi_523  -4.4967428788e+00  1.0328183434e+00
v6_L  3.2210645723e-05  2.8332337659e-06
v6(Psi2)  -1.0790081032e-03  3.8256767397e-04
v6(Psi3)  -2.4103836778e-04  5.5352815509e-04
rho_6222  -2.3606451385e-01  8.5238846809e-02
rho_633  -5.2734177753e-02  1.2115406524e-01
chi_6222  -1.4358509323e+00  4.8288761091e-01
chi_633  -2.2747670004e+00  5.2112765658e+00
