#correlator  value  value_err
4(24)  -2.35284e-01  7.63411e-02
6(23)  2.99128e-01  1.50929e-01
6(26)  -3.79915e-01  1.20198e-01
6(36)  -3.25191e-02  9.59946e-02
(235)  -3.20918e-01  5.84952e-02
(246)  3.72367e-01  5.00248e-02
(234)  5.26456e-02  6.84855e-02
