# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -1.9390852777e+00  7.8539363450e+01  6.4053995421e-02  1.6467424662e+01
SC_42  -1.9390440859e+00  7.8530614260e+01  6.4451126800e-02  1.6482069148e+01
