#correlator  value  value_err
4(24)  9.59232e-01  7.01523e-02
6(23)  -1.44225e-01  1.18778e-01
6(26)  5.75309e-01  3.01389e-01
6(36)  2.59130e-01  9.64060e-02
(235)  5.38302e-01  5.19902e-02
(246)  5.63167e-01  1.50236e-01
(234)  -2.45880e-01  1.12010e-01
