# type  value  stat. err
v4_L  7.4547739886e-03  1.5440611166e-03
v4(Psi2)  8.1835209156e-03  9.9053287803e-04
rho_422  7.3925582586e-01  1.0216204409e-01
chi_422  1.0364017814e+00  7.6578711719e-02
v5_L  3.4695316791e-03  9.1537616139e-04
v5(Psi23)  3.5162171525e-03  5.0526418694e-04
rho_523  7.1181645148e-01  1.2790381384e-01
chi_523  2.1052610739e+00  2.6368738292e-01
v6_L  1.3262434412e-05  2.5183213969e-06
v6(Psi2)  1.0235076543e-03  5.2637495269e-04
v6(Psi3)  6.3288578512e-04  2.9116361039e-04
rho_6222  3.3078698367e-01  1.7420932532e-01
rho_633  2.0454207548e-01  9.6920259088e-02
chi_6222  1.1058776592e+00  5.5091553668e-01
chi_633  6.7966624029e-01  3.0352697023e-01
