# type  value  stat. err
v4_L  6.1099459767e-03  1.2442871333e-03
v4(Psi2)  6.6282119154e-03  7.9976327780e-04
rho_422  7.3526788254e-01  1.0149876267e-01
chi_422  1.1603656376e+00  8.5432217490e-02
v5_L  2.7752826795e-03  7.0208999579e-04
v5(Psi23)  2.8620983614e-03  3.8569074649e-04
rho_523  7.1791110247e-01  1.2091079918e-01
chi_523  2.4421003140e+00  2.8234183499e-01
v6_L  9.6965836258e-06  1.9376609832e-06
v6(Psi2)  8.4584371188e-04  4.5237753369e-04
v6(Psi3)  5.2857494731e-04  2.4267378696e-04
rho_6222  3.2552021559e-01  1.7879017245e-01
rho_633  2.0342035814e-01  9.6793528914e-02
chi_6222  1.4731293315e+00  7.6525621588e-01
chi_633  8.4148612239e-01  3.7523428264e-01
