# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  9.7613822464e-07  5.3005618296e-07
2  2.3713602827e-02  4.0073324572e-02  -3.1622060613e-07  2.1375091889e-06
3  8.0585919528e-03  1.2677931149e-02  -4.2173210463e-09  2.6539080858e-08
