# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -8.8624274188e-03  9.4575518462e-03  -8.3872778256e-03  8.4354260758e-03
SC_42  -8.8888388428e-03  9.4801741406e-03  -8.4122585949e-03  8.4555584886e-03
