#correlator  value  value_err
4(24)  1.08827e+00  7.09727e-02
6(23)  -8.11689e-01  4.04606e-01
6(26)  9.15971e-01  2.07817e-01
6(36)  4.21640e-01  6.39601e-01
(235)  5.81340e-01  1.82681e-01
(246)  6.89562e-01  1.21263e-01
(234)  -6.32240e-01  1.37689e-01
