# type  value  stat. err
v4_L  6.3474413261e-03  2.4666165109e-03
v4(Psi2)  8.0542091439e-03  1.3397463981e-03
rho_422  7.8541104107e-01  1.5571527585e-01
chi_422  1.8245327440e+00  2.1215740950e-01
v5_L  3.3909018569e-03  6.8469577523e-04
v5(Psi23)  2.3801627048e-03  4.7551334761e-04
rho_523  5.7451994680e-01  1.3333695329e-01
chi_523  3.6704758619e+00  5.5123929470e-01
v6_L  1.6792671901e-05  7.9033252060e-06
v6(Psi2)  1.4166918769e-03  5.6226851971e-04
v6(Psi3)  7.7626495640e-04  1.0958428387e-03
rho_6222  4.0293162700e-01  1.6991006475e-01
rho_633  2.2078315473e-01  3.1325983439e-01
chi_6222  3.9948866332e+00  1.4398807296e+00
chi_633  1.8254610396e+00  2.4620607857e+00
