# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -7.5659907802e-03  5.6657382390e-03  -7.2218275965e-03  5.1692149649e-03
SC_42  -7.5716555108e-03  5.6708302653e-03  -7.2272610006e-03  5.1739328471e-03
