#correlator  value  value_err
4(24)  1.06516e+00  7.31824e-02
6(23)  -9.54723e-01  5.62046e-01
6(26)  9.63282e-01  2.91563e-01
6(36)  2.78013e-01  5.37494e-01
(235)  4.74695e-01  1.74707e-01
(246)  6.15979e-01  1.50947e-01
(234)  -5.84758e-01  1.33559e-01
