# type  value  stat. err
v4_L  9.8530225242e-03  1.0377761159e-03
v4(Psi2)  4.2672546856e-03  1.3996323773e-03
rho_422  3.9742015656e-01  1.3345396342e-01
chi_422  7.4000711568e-01  2.2265878990e-01
v5_L  4.3092821267e-03  1.0766282872e-03
v5(Psi23)  3.6137206750e-03  7.3633571765e-04
rho_523  6.4255840389e-01  1.5199931750e-01
chi_523  1.9352131627e+00  2.9905409221e-01
v6_L  2.2428594588e-05  4.5080254386e-06
v6(Psi2)  7.1028531836e-04  5.7578014671e-04
v6(Psi3)  1.7713813200e-03  5.8181596553e-04
rho_6222  1.6357345159e-01  1.3366676974e-01
rho_633  4.0793600698e-01  1.4043805002e-01
chi_6222  1.2442201154e+00  9.7981520205e-01
chi_633  1.3062546284e+00  3.6040607835e-01
